track_name	track_artist	track_popularity	track_album_name	track_album_release_date	playlist_name	playlist_id	dancebility	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	subgenre	genre
Higher	GARZI	48	Higher	2019-08-30	Sad Trap	LSka0s	0.513	0.748	8	-7.014	1	0.0467	0.000511	NA	0.176	0.135	156.08	138077	trap	rap
Want Love	Lil West	11	Want Love	2019-08-02	Sad Trap	LSka0s	0.801	0.463	4	-6.106	0	0.0453	0.261	0	0.312	0.224	100.023	158160	trap	rap
Let Me Die	Lil Happy Lil Sad	66	Let Me Die	2017-07-29	Sad Trap	LSka0s	0.503	0.37	11	-17.502	1	0.0489	0.768	0.599	0.116	0.102	78.963	218776	trap	rap
Did It Again	Lil Tecca	41	Did It Again	2019-07-24	Sad Trap	LSka0s	0.699	0.575	1	-9.922	1	0.159	0.218	0	0.112	0.234	148.767	116240	trap	rap
I Hate That...	Promoting Sounds	60	I Hate That...	2019-05-10	Sad Trap	LSka0s	0.633	0.49	10	-12.432	1	0.0833	0.0158	NA	0.136	0.242	158.919	181132	trap	rap
Under Enemy Arms	Trippie Redd	64	Under Enemy Arms	2019-05-29	Sad Trap	LSka0s	0.751	0.776	9	-5.266	0	0.0357	0.223	0	0.0507	0.603	129.987	162462	trap	rap
Time In	Billy Marchiafava	49	Time In	2019-07-19	Sad Trap	LSka0s	0.784	0.52	5	-7.185	1	0.0564	0.24	0.000748	0.0674	0.436	157.921	173176	trap	rap
Hostage	Unodavid	54	Hostage	2019-04-26	Sad Trap	LSka0s	0.699	0.39	6	-12.128	0	0.0752	0.39	0	0.106	0.509	160.071	131056	trap	rap
Marty McFly	7ru7h	38	Marty McFly	2019-05-29	Sad Trap	LSka0s	0.624	0.706	8	-8.532	0	0.0432	0.0105	0	0.101	0.762	160.004	169500	trap	rap
Love Scars	Trippie Redd	75	A Love Letter To You	2017-05-14	Sad Trap	LSka0s	0.659	0.614	9	-7.32	0	0.0541	0.000404	0	0.123	0.26	119.405	143969	trap	rap
Til I Die	6o	56	Til I Die	2019-01-25	Sad Trap	LSka0s	0.57	0.689	11	-4.693	1	0.0389	0.345	0.000556	0.45	0.3	82.522	129115	trap	rap
Show U Off (feat. Lil Uzi Vert)	Lud Foe	53	Show U Off (feat. Lil Uzi Vert)	2019-04-26	Sad Trap	LSka0s	0.639	0.559	1	-6.844	0	0.0513	0.0781	0	0.136	0.103	77.616	241237	trap	rap
Black & White	Juice WRLD	81	Goodbye & Good Riddance	2018-12-10	Sad Trap	LSka0s	0.776	0.736	7	-4.612	1	0.247	0.0802	0	0.159	0.233	147.946	186945	trap	rap
Beamer Boy	Lil Peep	75	Beamer Boy	2017-06-08	Sad Trap	LSka0s	0.743	0.732	8	-4.511	1	0.104	0.0509	1.77e-05	0.227	0.339	123.994	203373	trap	rap
W.A.N.T.S	Global Dan	54	Global Meltdown	2019-06-28	Sad Trap	LSka0s	0.699	0.582	6	-6.393	1	0.142	0.0368	NA	0.114	0.429	159.985	152707	trap	rap
Molly Girl	Lil Tecca	14	Molly Girl	2019-04-15	Sad Trap	LSka0s	0.58	0.685	8	-6.794	1	0.249	0.00043	0	0.108	0.189	177.973	121348	trap	rap
im so sick of this	guccihighwaters	66	post death	2017-08-31	Sad Trap	LSka0s	0.719	0.387	10	-9.38	0	0.0643	0.891	0	0.114	0.17	135.064	234736	trap	rap
Alone	Lund	64	Gold	2016-10-23	Sad Trap	LSka0s	0.742	0.355	2	-15.506	1	0.0814	0.654	0.703	0.384	0.037	120.018	254000	trap	rap
Kill Yourself (Part III)	$uicideBoy$	77	My Liver Will Handle What My Heart Cant	2015-09-21	Sad Trap	LSka0s	0.753	0.679	5	-7.092	0	0.0349	0.324	4.21e-05	0.423	0.19	105.977	145078	trap	rap
Look at Me Now	Brennan Savage	72	Look at Me Now	2017-07-01	Sad Trap	LSka0s	0.649	0.538	0	-9.793	0	0.0918	0.0483	0.401	0.0928	0.355	160.075	150000	trap	rap
Hostage	Unodavid	3	Hostage	2019-04-26	Sad Trap	LSka0s	0.699	0.39	6	-12.128	0	0.0755	0.39	0	0.106	0.51	160.059	131030	trap	rap
hollow	POORSTACY	6	hollow	2019-05-10	Sad Trap	LSka0s	0.755	0.626	0	-5.924	0	0.265	0.102	0	0.114	0.726	80.976	130403	trap	rap
Love Me	Lil Tecca	13	Love Me	2018-11-30	Sad Trap	LSka0s	0.706	0.373	6	-12.61	0	0.31	0.637	0	0.0993	0.827	204.031	117726	trap	rap
Too Fast	st. august	37	Too Fast	2019-05-20	Sad Trap	LSka0s	0.693	0.784	5	-8.187	0	0.0674	0.0979	1.1e-05	0.0872	0.53	159.975	240187	trap	rap
Death Note	GNAR	67	Death Note	2019-06-07	Sad Trap	LSka0s	0.762	0.709	11	-5.333	1	0.337	0.141	0	0.0798	0.537	174.041	167520	trap	rap
I	Lil Skies	81	Shelby	2019-03-01	Sad Trap	LSka0s	0.649	0.453	6	-7.28	1	0.085	0.627	0	0.116	0.431	99.183	181891	trap	rap
Yeah	UCLA	44	Yeah	2020-01-09	Dose Trap	CygPxc	0.819	0.698	3	-7.784	0	0.166	0.0299	0	0.241	0.742	147.974	210608	trap	rap
Visao	2STRANGE	24	Visao	2020-01-17	Dose Trap	CygPxc	0.743	0.655	8	-4.409	1	0.121	0.405	1.11e-06	0.134	0.542	77.509	191516	trap	rap
Aquaman	Asfalto Rec	43	Aquaman	2020-01-10	Dose Trap	CygPxc	0.651	0.72	1	-7.984	1	0.0672	0.0695	0.000828	0.127	0.451	158.051	135202	trap	rap
Outra Vez	Maolee	51	Outra Vez	2019-09-26	Dose Trap	CygPxc	0.9	0.491	1	-8.579	0	0.248	0.0484	NA	0.255	0.578	129.979	181846	trap	rap
Bipolar	Bonde R300	37	Bipolar	2019-11-25	Dose Trap	CygPxc	0.897	0.445	6	-5.388	0	0.202	0.223	NA	0.174	0.255	118.049	158644	trap	rap
Vencemo	Buddy	53	Vencemo	2019-09-20	Dose Trap	CygPxc	0.879	0.42	11	-8.887	0	0.389	0.414	0	0.0812	0.362	99.01	193939	trap	rap
Padroes	Hot e Oreia	42	Padroes	2019-12-18	Dose Trap	CygPxc	0.697	0.683	4	-7.332	0	0.185	0.0746	0	0.265	0.527	159.943	145164	trap	rap
Jogador Caro	Ruanzinho	30	Jogador Caro	2020-01-10	Dose Trap	CygPxc	0.693	0.583	10	-9.701	0	0.213	0.811	6.11e-05	0.197	0.491	129.904	171692	trap	rap
Sao Paulo	Greg Ferreira	55	Sao Paulo	2019-12-27	Dose Trap	CygPxc	0.761	0.748	5	-6.542	0	0.0724	0.155	0	0.111	0.695	150.122	174393	trap	rap
Trap Story	Lil Chainz	43	Trap Story	2019-12-09	Dose Trap	CygPxc	0.864	0.673	8	-6.547	1	0.0933	0.0491	NA	0.299	0.378	116.65	143986	trap	rap
DXAVADIN	NONSENSE	31	DXAVADIN	2020-01-10	Dose Trap	CygPxc	0.741	0.58	8	-6.511	0	0.0871	0.173	6.01e-05	0.0813	0.587	120.052	148000	trap	rap
Slime Wave	Terror	36	Slime Wave	2019-12-31	Dose Trap	CygPxc	0.823	0.553	7	-11.552	0	0.169	0.291	0	0.153	0.77	109.989	164642	trap	rap
Data Limite	Peita	25	Data Limite	2020-01-10	Dose Trap	CygPxc	0.792	0.506	7	-9.256	0	0.0986	0.378	0	0.119	0.155	120.155	144010	trap	rap
Tipo Baianinho de Maua	Falatuzetre	20	Tipo Baianinho de Maua	2020-01-15	Dose Trap	CygPxc	0.532	0.62	5	-3.8	0	0.0549	0.041	0	0.182	0.256	134.427	200458	trap	rap
Dama da Noite	Ni Munhoz	36	Dama da Noite	2019-12-21	Dose Trap	CygPxc	0.798	0.579	1	-5.983	1	0.537	0.664	0	0.109	0.733	124.619	182360	trap	rap
Carro Sport	Diego Thug	35	Smoke Swag 2	2019-12-20	Dose Trap	CygPxc	0.878	0.488	1	-8.445	1	0.0773	0.0729	0	0.0973	0.274	130.011	154192	trap	rap
Padrinhos Magicos	Ecologyk	42	Venturo	2019-11-29	Dose Trap	CygPxc	0.756	0.928	6	-5.233	1	0.138	0.0762	0	0.106	0.858	128.075	193345	trap	rap
Dripping	Dalua	39	Dripping	2019-11-20	Dose Trap	CygPxc	0.639	0.384	10	-14.283	0	0.234	0.359	0	0.126	0.755	135.903	197693	trap	rap
Paris Cafe	$IFRA	34	Paris Cafe	2019-11-30	Dose Trap	CygPxc	0.793	0.423	7	-8.165	1	0.469	0.247	0	0.0873	0.101	86.971	155866	trap	rap
Sabdoy	Knust	41	Sabdoy	2019-11-01	Dose Trap	CygPxc	0.645	0.594	0	-7.666	1	0.0418	0.0741	0.000831	0.068	0.32	103.029	145542	trap	rap
Telefone Ocupado	Menestrel	17	Telefone Ocupado	2020-01-15	Dose Trap	CygPxc	0.76	0.403	1	-10.05	0	0.0514	0.46	NA	0.132	0.388	92.978	193871	trap	rap
Camarim	Maquiny	44	Camarim	2019-11-22	Dose Trap	CygPxc	0.756	0.71	4	-6.499	0	0.107	0.423	1.16e-05	0.1	0.46	117.064	182564	trap	rap
Nd Bem/Tudo Bem	Raffe	34	VIBEZ	2019-12-13	Dose Trap	CygPxc	0.816	0.646	8	-8.104	1	0.0401	0.0934	0	0.0944	0.574	113.989	185567	trap	rap
Colar da Versace	MC Hariel	45	Colar da Versace	2019-11-27	Dose Trap	CygPxc	0.61	0.489	3	-9.703	0	0.0678	0.63	0	0.112	0.584	76.365	200784	trap	rap
Talvez Bem Mais	Clara Lima	39	Selfie	2019-11-22	Dose Trap	CygPxc	0.75	0.696	8	-6.025	0	0.146	0.618	4.79e-05	0.15	0.65	149.943	205924	trap	rap
Pistoleiro	UCLA	45	Pistoleiro	2019-11-28	Dose Trap	CygPxc	0.742	0.513	1	-7.399	0	0.0409	0.447	0	0.118	0.106	115.994	281638	trap	rap
MONEY MANIN	FBC	49	PADRIM	2019-11-15	Dose Trap	CygPxc	0.723	0.667	9	-4.75	0	0.118	0.0362	0.00483	0.039	0.494	149.977	179200	trap	rap
Tudo por Causa de Mim	UCLA	37	Tudo por Causa de Mim	2019-11-07	Dose Trap	CygPxc	0.756	0.831	4	-6.881	0	0.0666	0.0613	0	0.121	0.399	105.031	164583	trap	rap
O Chefe	Mc Pedrinho	40	O Chefe	2019-11-29	Dose Trap	CygPxc	0.767	0.559	8	-8.467	0	0.359	0.234	0	0.122	0.539	74.501	159060	trap	rap
Timmy Turner	Doc Thor	32	Timmy Turner	2019-10-14	Dose Trap	CygPxc	0.786	0.575	9	-11.093	0	0.43	0.216	0	0.123	0.53	134.023	145119	trap	rap
Dubtrap	All Star Brasil	37	Dubtrap	2019-10-11	Dose Trap	CygPxc	0.77	0.506	6	-8.303	0	0.345	0.11	0	0.2	0.645	121.906	244000	trap	rap
Ela E Problema	Raufao	27	Ela E Problema	2020-01-10	Dose Trap	CygPxc	0.813	0.371	4	-10.093	0	0.261	0.396	0	0.0988	0.274	129.966	232334	trap	rap
Trap Girl	NaBrisa	36	Trap Girl	2019-11-22	Dose Trap	CygPxc	0.587	0.626	5	-7.477	0	0.319	0.227	4.66e-06	0.113	0.402	154.929	204387	trap	rap
Legaliza	MISAEL	45	Legaliza	2019-10-11	Dose Trap	CygPxc	0.835	0.446	1	-6.562	1	0.0713	0.22	0	0.076	0.261	128.1	274752	trap	rap
Felix Felices	N.A	28	Pensamentos de uma Mente Pouco Usada	2019-10-16	Dose Trap	CygPxc	0.83	0.719	1	-6.143	0	0.0772	0.0317	0	0.411	0.606	139.963	169714	trap	rap
Blood - Remix	Moonkey	65	Blood (Remix)	2019-11-22	Trap Argentino - Trap Argentina	zW3Kk6	0.779	0.75	0	-6.411	1	0.163	0.138	1.35e-05	0.106	0.432	159.925	276004	trap	rap
Estrellas de Rock	BVNDIDOS	32	Estrellas de Rock	2019-12-06	Trap Argentino - Trap Argentina	zW3Kk6	0.904	0.56	8	-6.808	0	0.0746	0.158	0.0072	0.106	0.266	133.026	205019	trap	rap
Agradable - Remix	Jeeiph	45	Agradable (Remix)	2020-01-03	Trap Argentino - Trap Argentina	zW3Kk6	0.84	0.577	1	-10.368	1	0.424	0.09	NA	0.0438	0.768	122.942	282000	trap	rap
Dubai	Mesita	56	Dubai	2020-01-10	Trap Argentino - Trap Argentina	zW3Kk6	0.782	0.639	3	-8.693	0	0.167	0.115	0	0.125	0.845	100.035	157732	trap	rap
Playgirl	LODU GOSH	14	Playgirl	2020-01-11	Trap Argentino - Trap Argentina	zW3Kk6	0.731	0.391	2	-16.035	1	0.271	0.68	0.0625	0.1	0.27	154.93	173455	trap	rap
OUKE	CA7RIEL	9	OUKE	2019-03-22	Trap Argentino - Trap Argentina	zW3Kk6	0.686	0.695	10	-6.087	0	0.174	0.44	6.37e-06	0.314	0.541	140.25	178264	trap	rap
CANGURO	WOS	76	CANGURO	2019-08-09	Trap Argentino - Trap Argentina	zW3Kk6	0.602	0.751	1	-4.358	1	0.327	0.173	0	0.667	0.934	163.874	196745	trap	rap
Todo Arde	Pablo Duenas	25	Todo Arde	2019-12-20	Trap Argentino - Trap Argentina	zW3Kk6	0.561	0.559	7	-10.819	0	0.129	0.103	0	0.0926	0.123	116.418	232389	trap	rap
Paranoia	Frijo	54	Paranoia	2019-08-26	Trap Argentino - Trap Argentina	zW3Kk6	0.831	0.583	5	-7.156	0	0.146	0.0783	NA	0.116	0.656	119.967	194940	trap	rap
Por Eso Vine	Paulo Londra	77	Homerun	2019-05-23	Trap Argentino - Trap Argentina	zW3Kk6	0.76	0.646	8	-5.048	0	0.433	0.233	0	0.0905	0.625	188.009	178534	trap	rap
Draco	Dillom	53	Draco	2019-04-06	Trap Argentino - Trap Argentina	zW3Kk6	0.964	0.494	10	-9	1	0.258	0.454	0.0088	0.0792	0.509	120.006	154021	trap	rap
Vapormax	Duki	0	Vapormax	2019-03-19	Trap Argentino - Trap Argentina	zW3Kk6	0.911	0.664	10	-8.514	0	0.0777	0.0291	0	0.129	0.8	125.972	112381	trap	rap
Ferrari	Duki	2	Ferrari	2018-06-15	Trap Argentino - Trap Argentina	zW3Kk6	0.707	0.756	8	-5.696	1	0.0415	0.5	3.78e-06	0.108	0.543	153.499	181322	trap	rap
No Lo Entiendo	Bhavi	63	No Lo Entiendo	2019-01-24	Trap Argentino - Trap Argentina	zW3Kk6	0.87	0.542	2	-6.959	1	0.0397	0.248	7.74e-05	0.112	0.323	105.03	176018	trap	rap
Pocas Horas	Alejo Park	0	Pocas Horas	2018-12-28	Trap Argentino - Trap Argentina	zW3Kk6	0.79	0.543	5	-7.587	0	0.0911	0.377	0	0.112	0.768	140.108	199719	trap	rap
Homerun (Intro)	Paulo Londra	68	Homerun	2019-05-23	Trap Argentino - Trap Argentina	zW3Kk6	0.822	0.264	5	-9.37	1	0.0593	0.669	0	0.0972	0.672	135.117	149505	trap	rap
Sol y Luna	Duki	61	Sol y Luna	2019-06-24	Trap Argentino - Trap Argentina	zW3Kk6	0.715	0.729	7	-4.633	0	0.146	0.178	0	0.223	0.294	106.657	163621	trap	rap
Tal Vez	Paulo Londra	78	Tal Vez	2019-04-03	Trap Argentino - Trap Argentina	zW3Kk6	0.849	0.655	8	-2.899	1	0.106	0.266	0	0.0781	0.76	161.966	264483	trap	rap
Dame Mas	Bhavi	0	Dame Mas	2019-01-05	Trap Argentino - Trap Argentina	zW3Kk6	0.818	0.596	0	-5.683	1	0.32	0.128	0	0.101	0.407	176.044	133466	trap	rap
Makina de Armado	Duki	1	Makina de Armado	2019-02-12	Trap Argentino - Trap Argentina	zW3Kk6	0.767	0.931	1	-0.482	1	0.0487	0.285	6.07e-06	0.0503	0.902	100.015	126641	trap	rap
Pa Mi - Remix	Dalex	18	Pa Mi (Remix)	2019-02-07	Trap Argentino - Trap Argentina	zW3Kk6	0.688	0.62	11	-8.029	0	0.22	0.753	5.27e-06	0.158	0.727	170.018	360960	trap	rap
Pistola II	Pekeno 77	8	Pistola II	2019-01-18	Trap Argentino - Trap Argentina	zW3Kk6	0.716	0.614	5	-9.761	1	0.044	0.011	0	0.103	0.247	100.044	172806	trap	rap
Eclipse	Lit Killah	62	Eclipse	2019-04-25	Trap Argentino - Trap Argentina	zW3Kk6	0.715	0.691	4	-5.405	0	0.111	0.413	0	0.166	0.381	93.024	208103	trap	rap
So Fresh	Paulo Londra	65	Homerun	2019-05-23	Trap Argentino - Trap Argentina	zW3Kk6	0.812	0.681	11	-6.869	0	0.177	0.0978	NA	0.126	0.451	96.516	167975	trap	rap
Adan y Eva	Paulo Londra	79	Adan y Eva	2018-11-05	Trap Argentino - Trap Argentina	zW3Kk6	0.767	0.709	1	-4.47	1	0.336	0.323	0	0.0676	0.72	171.993	258639	trap	rap
Realidad	Khea	0	Realidad	2018-09-24	Trap Argentino - Trap Argentina	zW3Kk6	0.729	0.519	10	-3.843	0	0.0292	0.406	0	0.196	0.46	120.059	181850	trap	rap
Tan Bien (feat. Agus Padilla)	Lit Killah	61	Tan Bien (feat. Agus Padilla)	2018-11-29	Trap Argentino - Trap Argentina	zW3Kk6	0.784	0.761	10	-4.253	0	0.0343	0.108	5.05e-05	0.05	0.385	105.005	204989	trap	rap
No Me Llores	Duki	2	No Me Llores	2018-08-10	Trap Argentino - Trap Argentina	zW3Kk6	0.538	0.676	11	-8.846	0	0.038	0.665	7.98e-06	0.135	0.158	82.522	191846	trap	rap
Otra Botella	Neo Pistea	55	Otra Botella	2018-09-07	Trap Argentino - Trap Argentina	zW3Kk6	0.804	0.485	7	-7.81	1	0.0614	0.206	0	0.169	0.474	92.015	199586	trap	rap
M.I.A	Khea;Omar Varela	0	M.I.A	2018-06-01	Trap Argentino - Trap Argentina	zW3Kk6	0.806	0.722	9	-2.463	1	0.0389	0.203	0	0.0957	0.569	134.984	206222	trap	rap
Besame	Bhavi	0	Besame	2018-05-14	Trap Argentino - Trap Argentina	zW3Kk6	0.697	0.72	6	-4.284	1	0.048	0.209	0	0.0941	0.336	129.98	214615	trap	rap
Una vez mas	Lit Killah	0	Una vez mas	2018-04-26	Trap Argentino - Trap Argentina	zW3Kk6	0.78	0.459	2	-7.53	1	0.0663	0.192	0	0.0889	0.435	122.04	214000	trap	rap
Como Le Digo	Khea	3	Como Le Digo	2018-04-10	Trap Argentino - Trap Argentina	zW3Kk6	0.69	0.385	0	-8.444	1	0.0817	0.181	0	0.236	0.19	129.958	226101	trap	rap
Te Necesito	Bhavi	0	Te Necesito	2018-09-30	Trap Argentino - Trap Argentina	zW3Kk6	0.809	0.694	8	-6.185	0	0.0986	0.178	NA	0.169	0.503	122.975	242424	trap	rap
Perdoname	FMK	0	Perdoname	2018-01-01	Trap Argentino - Trap Argentina	zW3Kk6	0.686	0.411	10	-8.265	0	0.0401	0.207	1.42e-06	0.188	0.185	130.113	162574	trap	rap
Uno Del Pato	Bimoud	31	Uno Del Pato	2018-07-07	Trap Argentino - Trap Argentina	zW3Kk6	0.914	0.463	0	-6.109	0	0.0492	0.716	0	0.079	0.824	105.02	228571	trap	rap
Calentita	Khea	2	Calentita	2018-05-26	Trap Argentino - Trap Argentina	zW3Kk6	0.843	0.687	10	-3.881	0	0.0812	0.15	0	0.0914	0.658	130.037	220858	trap	rap
Wanda Nara	Duki Y Neo Pistea	0	Wanda Nara	2017-10-29	Trap Argentino - Trap Argentina	zW3Kk6	0.661	0.619	1	-6.722	0	0.0629	0.704	1.04e-05	0.0987	0.38	151.954	157309	trap	rap
S.A.D	Khea	0	S.A.D	2018-07-10	Trap Argentino - Trap Argentina	zW3Kk6	0.862	0.306	8	-13.58	1	0.0499	0.76	0	0.0946	0.772	120.005	128375	trap	rap
Otro Level	Ysy A	0	Otro Level	2018-01-31	Trap Argentino - Trap Argentina	zW3Kk6	0.655	0.608	11	-8.343	0	0.382	0.196	0	0.145	0.16	119.946	120210	trap	rap
Hola Bebe	Eladio Carrion	1	Hola Bebe	2018-10-12	Trap Argentino - Trap Argentina	zW3Kk6	0.869	0.58	0	-6.669	0	0.0787	0.191	0	0.0914	0.562	140.037	185143	trap	rap
Piso	Bhavi	1	Piso	2018-04-25	Trap Argentino - Trap Argentina	zW3Kk6	0.77	0.878	7	-4.033	1	0.155	0.0228	0	0.0959	0.679	170.272	219925	trap	rap
Rolling Stone	Ecko	0	Rolling Stone	2018-05-17	Trap Argentino - Trap Argentina	zW3Kk6	0.772	0.873	8	-1.477	1	0.054	0.185	0	0.0715	0.744	127.967	196875	trap	rap
Pastel Con Nutella	Ysy A	0	Pastel Con Nutella	2018-04-09	Trap Argentino - Trap Argentina	zW3Kk6	0.678	0.766	6	-7.01	0	0.251	0.261	0	0.303	0.349	110.49	235465	trap	rap
Ahora no	FMK	0	Ahora no	2018-07-14	Trap Luv	s9vWtv	0.647	0.484	9	-9.76	0	0.0595	0.0339	0	0.0496	0.436	139.847	199161	trap	rap
Solo de Mi	Bad Bunny	74	Solo de Mi	2018-12-14	Trap Luv	s9vWtv	0.743	0.73	10	-4.314	0	0.125	0.287	8.1e-05	0.0778	0.15	179.972	197968	trap	rap
Dime Cuantas Veces	Micro Tdh	73	Dime Cuantas Veces	2019-04-30	Trap Luv	s9vWtv	0.753	0.572	5	-6.062	0	0.371	0.335	2.02e-05	0.0858	0.752	200.007	213960	trap	rap
Cubierto de Ti	Rauw Alejandro	53	Cubierto de Ti	2019-05-17	Trap Luv	s9vWtv	0.816	0.613	4	-3.943	0	0.0648	0.302	0	0.681	0.514	146.003	269589	trap	rap
DESPUES QUE TE PERDI	Jon Z	65	DESPUES QUE TE PERDI	2019-03-13	Trap Luv	s9vWtv	0.762	0.813	8	-3.863	0	0.118	0.248	0	0.0795	0.6	108.934	247174	trap	rap
Culpables	KAROL G	73	Culpables	2018-09-14	Trap Luv	s9vWtv	0.728	0.801	8	-2.942	0	0.0683	0.279	4.71e-06	0.143	0.416	130.059	226627	trap	rap
Amorfoda	Bad Bunny	16	Amorfoda	2018-02-15	Trap Luv	s9vWtv	0.742	0.432	9	-7.539	0	0.0615	0.984	5.78e-05	0.0796	0.252	148.005	155676	trap	rap
A fuego - Bizarrap Remix	DrefQuila	61	A fuego (Bizarrap Remix)	2017-06-23	Trap Luv	s9vWtv	0.759	0.366	5	-10.692	1	0.0459	0.667	0.112	0.0907	0.319	116.008	239079	trap	rap
Vete	Khea	3	Vete	2017-12-21	Trap Luv	s9vWtv	0.619	0.563	8	-3.414	1	0.0865	0.29	0	0.128	0.25	139.653	182183	trap	rap
Triste	Bryant Myers	2	Triste	2018-07-27	Trap Luv	s9vWtv	0.694	0.728	2	-4.846	1	0.106	0.401	0	0.0966	0.251	130.067	263840	trap	rap
Vuelve a Mi	Micro Tdh	53	Vuelve a Mi	2018-05-28	Trap Luv	s9vWtv	0.68	0.674	9	-7.284	0	0.0606	0.122	NA	0.108	0.285	89.958	186667	trap	rap
Vuelva a Ver	Dalex	50	La Nueva Ola	2018-10-04	Trap Luv	s9vWtv	0.77	0.55	9	-6.042	1	0.145	0.645	5e-04	0.26	0.421	159.911	189250	trap	rap
Pa Tu Casa	Kevin Roldan	5	Pa Tu Casa	2018-10-19	Trap Luv	s9vWtv	0.734	0.66	6	-4.49	1	0.11	0.344	0	0.0591	0.649	159.871	291453	trap	rap
Aunque Ya No Estes	MC Davo	61	Aunque Ya No Estes	2018-11-02	Trap Luv	s9vWtv	0.817	0.523	6	-10.134	1	0.0441	0.166	0	0.216	0.428	116.127	202241	trap	rap
Good Vibes	Fuego	60	Good Vibes	2018-09-21	Trap Luv	s9vWtv	0.823	0.63	7	-3.932	1	0.0797	0.0348	6.72e-06	0.0964	0.184	100.04	235720	trap	rap
Recuerdos	Nicki Nicole	59	Recuerdos	2019-11-08	Trap Luv	s9vWtv	0.589	0.491	5	-7.849	0	0.0629	0.197	1.87e-05	0.192	0.456	139.852	170800	trap	rap
Soy Peor	Bad Bunny	13	Soy Peor	2016-12-08	Trap Luv	s9vWtv	0.732	0.605	0	-3.15	0	0.086	0.679	0.0029	0.114	0.143	115.942	257328	trap	rap
Mi Llamada	Rauw Alejandro	3	Mi Llamada	2018-08-03	Trap Luv	s9vWtv	0.76	0.708	6	-5.248	0	0.0942	0.243	0	0.737	0.739	136.951	255080	trap	rap
Slow	Tobi	7	Slow	2019-04-03	Trap Luv	s9vWtv	0.654	0.527	4	-6.354	0	0.0334	0.55	3.24e-06	0.109	0.114	114.018	272637	trap	rap
Desperte Sin Ti (Remix)	Noriel	60	Desperte Sin Ti (Remix)	2017-09-22	Trap Luv	s9vWtv	0.738	0.62	10	-7.413	1	0.0661	0.17	0	0.0773	0.204	115.031	319587	trap	rap
Ella busca	DrefQuila	55	Trend	2018-01-02	Trap Luv	s9vWtv	0.767	0.441	5	-12.372	1	0.0752	0.768	0.000275	0.114	0.151	129.929	233147	trap	rap
Condiciones	Maikel Delacalle	57	Condiciones	2017-06-16	Trap Luv	s9vWtv	0.811	0.532	9	-6.843	0	0.118	0.0613	0	0.261	0.569	140.01	195429	trap	rap
No Eres Tu	Jesse Baez	48	Turbo	2018-07-27	Trap Luv	s9vWtv	0.557	0.656	10	-4.787	1	0.0813	0.189	0	0.162	0.475	130.071	182067	trap	rap
Tu No Lo Amas	Anuel AA	2	Real Hasta la Muerte	2018-07-17	Trap Luv	s9vWtv	0.739	0.733	1	-3.933	1	0.0818	0.703	0	0.117	0.389	128.271	214125	trap	rap
No Te Hagas	Jory Boy	67	No Te Hagas	2017-03-11	Trap Luv	s9vWtv	0.748	0.69	0	-3.812	0	0.0477	0.0353	0	0.315	0.433	131.972	233251	trap	rap
Pa Mi	Lyanno	3	Pa Mi	2018-11-30	Trap Luv	s9vWtv	0.835	0.782	8	-4.256	0	0.102	0.228	0	0.108	0.645	128.021	230435	trap	rap
Puedo Ser	Cazzu	58	Puedo Ser	2018-08-17	Trap Luv	s9vWtv	0.904	0.63	1	-6.959	0	0.0975	0.162	0	0.14	0.716	124.975	198889	trap	rap
No vuelvas	DrefQuila	44	AQUA	2018-12-14	Trap Luv	s9vWtv	0.421	0.423	2	-8.895	1	0.138	0.0699	4.82e-05	0.0689	0.162	183.932	216522	trap	rap
Te Bote - Remix	Nio Garcia	80	Te Bote (Remix)	2018-04-13	Trap Luv	s9vWtv	0.903	0.675	11	-3.445	0	0.214	0.542	1.28e-05	0.0595	0.442	96.507	417920	trap	rap
GPS	Maluma	65	GPS	2017-11-24	Trap Luv	s9vWtv	0.841	0.629	4	-3.033	0	0.114	0.188	0	0.346	0.676	143.949	216307	trap	rap
Olvidarte	Eladio Carrion	0	Olvidarte	2018-11-02	Trap Luv	s9vWtv	0.832	0.386	0	-9.959	1	0.279	0.411	NA	0.0994	0.4	149.976	115200	trap	rap
Ya No	Lautaro Lopez	34	Ya No	2019-02-15	Trap Luv	s9vWtv	0.586	0.537	4	-8.641	0	0.0281	0.314	0	0.578	0.0994	139.997	179966	trap	rap
Que Bien Te Ves	Rauw Alejandro	1	Que Bien Te Ves	2018-12-26	Trap Luv	s9vWtv	0.841	0.687	0	-5.015	1	0.0489	0.159	4.3e-05	0.101	0.501	129.943	225034	trap	rap
Klk Cupido	Mickey Then	31	Klk Cupido	2018-10-19	Trap Luv	s9vWtv	0.691	0.561	4	-7.982	0	0.095	0.531	0.036	0.123	0.182	124.988	248040	trap	rap
Te Perdi	Lautaro Lopez	39	Te Perdi	2018-08-15	Trap Luv	s9vWtv	0.631	0.405	2	-13.415	0	0.0761	0.69	0	0.086	0.165	109.986	209580	trap	rap
Ojala	Bryant Myers	56	La Oscuridad	2018-07-27	Trap Luv	s9vWtv	0.639	0.529	0	-6.78	0	0.089	0.372	0	0.0782	0.18	128.126	304733	trap	rap
